dataset,n,adj_r2,r2,rmse_log,median_ratio,COD,PRD,median_abs_error_pct,mape,outlier_share_pct,smearing_factor,skew_adj,fit_type,neighborhood_code,coefficients,level
sfr_n20CCEAST,215,,,0.468156468577454,1.0017995479805877,11.083357190881916,1.326292929243407,11.249817024286912,15.02273349088592,15.348837209302326,1.0682402986100015,0.95,RLM(Huber),20CCEAST,"{'log_area': {'coefficient': 1158.2597610076607, 'pct_change': inf, 'pvalue': 0.026888049541380805, 'significant': True}, 'log_age': {'coefficient': -2.0733396510583346, 'pct_change': -87.42349318650918, 'pvalue': 0.005548950380196784, 'significant': True}, 'quality_score_clean': {'coefficient': 1.2851862965755252, 'pct_change': 261.5341420209515, 'pvalue': 0.19567794653690163, 'significant': False}, 'log_land_value': {'coefficient': -0.08590506060121106, 'pct_change': -8.231864879971095, 'pvalue': 0.9460952408679283, 'significant': False}, 'land_area_interaction': {'coefficient': 0.5868236847901489, 'pct_change': 79.82674701282444, 'pvalue': 0.882266261004562, 'significant': False}}",neighborhood
sfr_n20CCLOT,291,,,0.6336192149346508,0.8982225473189206,12.605253515867004,1.4970413384497807,15.452478422156013,22.078384240154037,22.336769759450174,1.243938904663476,0.95,RLM(Huber),20CCLOT,"{'log_area': {'coefficient': -2022.761371670226, 'pct_change': -100.0, 'pvalue': 0.0011294262891063838, 'significant': True}, 'log_age': {'coefficient': -0.6094475839091041, 'pct_change': -45.63488922417164, 'pvalue': 3.684244933958284e-05, 'significant': True}, 'quality_score_clean': {'coefficient': -1.6511172723541376, 'pct_change': -80.81645436096801, 'pvalue': 0.11095062259863427, 'significant': False}, 'log_land_value': {'coefficient': 1.970930918699891, 'pct_change': 617.735491323349, 'pvalue': 0.08008940667231301, 'significant': False}, 'land_area_interaction': {'coefficient': -10.307292363536291, 'pct_change': -99.99666112774612, 'pvalue': 0.08827931738328952, 'significant': False}}",neighborhood
sfr_n20CCWEST,382,,,0.42907052032693876,1.016005447891181,8.833594965646812,1.2808096259910775,9.296448503135624,13.240485598933219,10.732984293193718,1.0264368494887794,0.95,RLM(Huber),20CCWEST,"{'log_area': {'coefficient': -751.7691229577315, 'pct_change': -100.0, 'pvalue': 0.006531304737692782, 'significant': True}, 'log_age': {'coefficient': -0.26763051860200615, 'pct_change': -23.480954748313888, 'pvalue': 0.15911777841481378, 'significant': False}, 'quality_score_clean': {'coefficient': 0.688821457203779, 'pct_change': 99.13672382185649, 'pvalue': 0.08092998930429558, 'significant': False}, 'log_land_value': {'coefficient': 1.2651628826526156, 'pct_change': 254.36698914553233, 'pvalue': 0.03486462987996489, 'significant': True}, 'land_area_interaction': {'coefficient': -4.0962961738669765, 'pct_change': -98.3365828474819, 'pvalue': 0.022704692666244048, 'significant': True}}",neighborhood
sfr_n20CONAGRES,123,,,0.39334802369445393,0.9087427424651063,4.640747559791939,1.1647630934641775,9.480725152328407,12.154105396544827,4.878048780487805,1.1709213206811175,1.05,RLM(Huber),20CONAGRES,"{'log_area': {'coefficient': 1017.9869224402792, 'pct_change': inf, 'pvalue': 0.5364009789489895, 'significant': False}, 'log_age': {'coefficient': 6.228347899853722, 'pct_change': 50591.73131485576, 'pvalue': 0.07769646748297393, 'significant': False}, 'quality_score_clean': {'coefficient': -29.307256707044374, 'pct_change': -99.9999999999813, 'pvalue': 0.030588537577754732, 'significant': True}, 'log_land_value': {'coefficient': 3.193741775215706, 'pct_change': 2337.9479520899545, 'pvalue': 0.190620429484189, 'significant': False}, 'land_area_interaction': {'coefficient': -7.587221228139839, 'pct_change': -99.9493112376144, 'pvalue': 0.10302676962759949, 'significant': False}}",neighborhood
sfr_n20CONWAY,446,,,0.5348385465296357,0.9805383162816781,9.639530895669806,1.33446160644965,9.466675757610155,14.184976469858167,13.901345291479823,1.1018818824489174,0.95,RLM(Huber),20CONWAY,"{'log_area': {'coefficient': 473.5616204152418, 'pct_change': 4.625925002291613e+207, 'pvalue': 0.07362317686889462, 'significant': False}, 'log_age': {'coefficient': -0.8766808990728633, 'pct_change': -58.383809472820936, 'pvalue': 5.126835543753676e-07, 'significant': True}, 'quality_score_clean': {'coefficient': 2.1098722327603117, 'pct_change': 724.7187496926648, 'pvalue': 0.00012202326084831579, 'significant': True}, 'log_land_value': {'coefficient': 3.665453483034198, 'pct_change': 3807.3851474723683, 'pvalue': 2.6514264121453015e-06, 'significant': True}, 'land_area_interaction': {'coefficient': -16.536168228392118, 'pct_change': -99.99999341685553, 'pvalue': 3.3203204502333547e-06, 'significant': True}}",neighborhood
sfr_n20FIDALGO,625,,,0.5864970405688487,1.01426421207445,12.441630156891394,1.3830311914953841,12.31829707262182,17.832930627720078,20.8,1.0500031015260196,0.95,RLM(Huber),20FIDALGO,"{'log_area': {'coefficient': 523.1338623065751, 'pct_change': 1.5636865351301766e+229, 'pvalue': 0.015129442673336333, 'significant': True}, 'log_age': {'coefficient': -0.11648073365427775, 'pct_change': -10.995275523058378, 'pvalue': 0.3156544899017888, 'significant': False}, 'quality_score_clean': {'coefficient': 1.0108828039888287, 'pct_change': 174.8025912741912, 'pvalue': 0.015352952576281631, 'significant': True}, 'log_land_value': {'coefficient': -0.9965490216718297, 'pct_change': -63.084882174325486, 'pvalue': 0.008863691256531804, 'significant': True}, 'land_area_interaction': {'coefficient': 3.987456727028714, 'pct_change': 5291.758769606093, 'pvalue': 0.003082720988803696, 'significant': True}}",neighborhood
sfr_n20FIDALGOW,390,,,0.4755370781860574,1.025337204544382,10.92318521357372,1.3232671937234517,11.075383868316962,14.26177317614051,14.615384615384617,1.0335291550415031,0.95,RLM(Huber),20FIDALGOW,"{'log_area': {'coefficient': 51.425942698605525, 'pct_change': 2.157760013318643e+24, 'pvalue': 0.8764833906049372, 'significant': False}, 'log_age': {'coefficient': 0.32574936223642176, 'pct_change': 38.50681749748721, 'pvalue': 0.053034636750752116, 'significant': False}, 'quality_score_clean': {'coefficient': 1.7997223554344808, 'pct_change': 504.79680458226557, 'pvalue': 0.007296676224282073, 'significant': True}, 'log_land_value': {'coefficient': -1.4887520336429987, 'pct_change': -77.43459113956874, 'pvalue': 1.3241398029482943e-05, 'significant': True}, 'land_area_interaction': {'coefficient': 3.8106087198179504, 'pct_change': 4417.793119996105, 'pvalue': 1.3122454480318438e-05, 'significant': True}}",neighborhood
sfr_n20GUEMES,111,,,0.4059759348578706,1.0246787404675315,2.517994240346485,1.1556391022185277,3.258534321226847,22.09683862588171,7.207207207207207,1.0096505632441686,0.95,RLM(Huber),20GUEMES,"{'log_area': {'coefficient': -2107.725832414968, 'pct_change': -100.0, 'pvalue': 5.566571690498567e-07, 'significant': True}, 'log_age': {'coefficient': -0.5558498755176682, 'pct_change': -42.64154214995814, 'pvalue': 0.0007139167967613535, 'significant': True}, 'quality_score_clean': {'coefficient': -4.933079736574461, 'pct_change': -99.2795718209352, 'pvalue': 2.679758691899595e-20, 'significant': True}, 'log_land_value': {'coefficient': -1.146967831456716, 'pct_change': -68.24016775103547, 'pvalue': 0.003291956938450076, 'significant': True}, 'land_area_interaction': {'coefficient': 2.535602277766131, 'pct_change': 1162.4031732516703, 'pvalue': 0.054055257839792925, 'significant': False}}",neighborhood
sfr_n20LCURBAN,241,,,0.5497622168983638,0.9882711771360208,5.916818377588866,1.1959117106399817,6.344632447086251,9.246767518702343,7.053941908713693,1.103079893191382,0.95,RLM(Huber),20LCURBAN,"{'log_area': {'coefficient': 1086.7294318504355, 'pct_change': inf, 'pvalue': 0.32712103177180263, 'significant': False}, 'log_age': {'coefficient': -0.05978470004362624, 'pct_change': -5.803268272387951, 'pvalue': 0.7495500107667152, 'significant': False}, 'quality_score_clean': {'coefficient': 2.243618620682491, 'pct_change': 842.7383764658082, 'pvalue': 0.003140621201554099, 'significant': True}, 'log_land_value': {'coefficient': -1.9108784039150504, 'pct_change': -85.20496306836615, 'pvalue': 0.03234513358787999, 'significant': True}, 'land_area_interaction': {'coefficient': 9.079467142261176, 'pct_change': 877228.9865873565, 'pvalue': 0.033203246821123876, 'significant': True}}",neighborhood
sfr_n20MVCENTRL,953,,,0.5766830390965173,1.0065250572063371,6.365676639980053,1.190282045528336,6.489426505459561,8.822144054778883,4.512067156348373,1.055441103206061,0.95,RLM(Huber),20MVCENTRL,"{'log_area': {'coefficient': 746.7293921786935, 'pct_change': inf, 'pvalue': 0.0015326897548695632, 'significant': True}, 'log_age': {'coefficient': 0.330550134543079, 'pct_change': 39.173355860504614, 'pvalue': 0.004111838556466007, 'significant': True}, 'quality_score_clean': {'coefficient': -0.3023975377460828, 'pct_change': -26.095579148500715, 'pvalue': 0.5689699922003167, 'significant': False}, 'log_land_value': {'coefficient': -0.49600981478087824, 'pct_change': -39.1044335722843, 'pvalue': 0.12185981725967111, 'significant': False}, 'land_area_interaction': {'coefficient': 3.054011811823264, 'pct_change': 2020.0225360278112, 'pvalue': 0.18690098457959492, 'significant': False}}",neighborhood
sfr_n20MVEAGLEM,275,,,0.47438135025568073,1.011478392057026,4.873884594267232,1.184013338693954,5.0835231158646526,9.21557423591594,3.6363636363636362,1.0355647563364512,0.95,RLM(Huber),20MVEAGLEM,"{'log_area': {'coefficient': -749.4264648221906, 'pct_change': -100.0, 'pvalue': 0.538771081389355, 'significant': False}, 'log_age': {'coefficient': 0.587302792840906, 'pct_change': 79.91292409747881, 'pvalue': 0.32119654612736837, 'significant': False}, 'quality_score_clean': {'coefficient': 1.9673676730878904, 'pct_change': 615.1825745192526, 'pvalue': 8.701043169172788e-05, 'significant': True}, 'log_land_value': {'coefficient': -1.5905992625962315, 'pct_change': -79.61965566481854, 'pvalue': 0.0003997108894875072, 'significant': True}, 'land_area_interaction': {'coefficient': 4.763012021258531, 'pct_change': 11609.809721714353, 'pvalue': 0.0006094975735965218, 'significant': True}}",neighborhood
sfr_n20MVERURAL,82,,,0.3314107615233994,0.9852287210974697,4.162094834545748,1.1099262572223534,4.409651886123777,5.431774130606656,1.2195121951219512,1.0497876184885453,0.9892830168647114,RLM(Huber),20MVERURAL,"{'log_area': {'coefficient': -17469.272158629028, 'pct_change': -100.0, 'pvalue': 0.47476966459928627, 'significant': False}, 'log_age': {'coefficient': -1.121816365958217, 'pct_change': -67.43123109857433, 'pvalue': 0.4478582562944944, 'significant': False}, 'quality_score_clean': {'coefficient': -6.837119195147427, 'pct_change': -99.89268093966133, 'pvalue': 0.10112461313066641, 'significant': False}, 'log_land_value': {'coefficient': 0.22185699624803767, 'pct_change': 24.839284023873542, 'pvalue': 0.8752292016257037, 'significant': False}, 'land_area_interaction': {'coefficient': -0.8370319198125112, 'pct_change': -56.700622165993096, 'pvalue': 0.7361682645522336, 'significant': False}}",neighborhood
sfr_n20MVHIGHLD,2330,,,0.2989666793203179,1.0197737832010294,5.034523980648616,1.140486548587183,5.328193730004144,6.955343944439448,1.888412017167382,1.0068612977432725,0.95,RLM(Huber),20MVHIGHLD,"{'log_area': {'coefficient': 308.61382183828164, 'pct_change': 1.0697440102348354e+136, 'pvalue': 0.005545797383157644, 'significant': True}, 'log_age': {'coefficient': -0.11500158731458361, 'pct_change': -10.863527097052527, 'pvalue': 0.0, 'significant': True}, 'quality_score_clean': {'coefficient': 7.313134683355026e-09, 'pct_change': 7.313134764430629e-07, 'pvalue': 6.903907880010041e-17, 'significant': True}, 'log_land_value': {'coefficient': 0.33877707254402567, 'pct_change': 40.32304917385383, 'pvalue': 0.020188883896000456, 'significant': True}, 'land_area_interaction': {'coefficient': -2.0992252402761395, 'pct_change': -87.74486606765902, 'pvalue': 0.003975314664510909, 'significant': True}}",neighborhood
sfr_n20MVHILCRE,938,,,0.5269778089525202,1.0130343689152417,6.684352635025567,1.1844257898481332,6.870644673314407,8.642833423905358,4.690831556503198,1.0225759502354017,0.95,RLM(Huber),20MVHILCRE,"{'log_area': {'coefficient': -7.4913186874750295, 'pct_change': -99.94420932294867, 'pvalue': 0.9816678460958572, 'significant': False}, 'log_age': {'coefficient': -0.5486817599072101, 'pct_change': -42.22891297283229, 'pvalue': 6.061204636692218e-10, 'significant': True}, 'quality_score_clean': {'coefficient': -1.6884910351179916, 'pct_change': -81.52018323463832, 'pvalue': 8.614448167234408e-08, 'significant': True}, 'log_land_value': {'coefficient': -0.3629145440998448, 'pct_change': -30.435412199618884, 'pvalue': 0.37326029677392436, 'significant': False}, 'land_area_interaction': {'coefficient': 0.891476081456231, 'pct_change': 143.87267551677078, 'pvalue': 0.5829972406649948, 'significant': False}}",neighborhood
sfr_n20MVHILLTP,816,,,0.3240355428444586,1.0204130714040645,5.99366879975958,1.159902994756623,5.802572866811856,7.39992668688372,3.308823529411765,1.01451292822024,0.95,RLM(Huber),20MVHILLTP,"{'log_area': {'coefficient': -1274.6157132449216, 'pct_change': -100.0, 'pvalue': 0.018102554839415586, 'significant': True}, 'log_age': {'coefficient': -0.36337004255956473, 'pct_change': -30.467091546718372, 'pvalue': 1.972632352800319e-06, 'significant': True}, 'quality_score_clean': {'coefficient': -0.7597757183304905, 'pct_change': -53.22286722198473, 'pvalue': 0.057131690001644114, 'significant': False}, 'log_land_value': {'coefficient': 0.35552290247228857, 'pct_change': 42.692660268366886, 'pvalue': 0.3055540120797007, 'significant': False}, 'land_area_interaction': {'coefficient': -1.378357020242344, 'pct_change': -74.80077687307, 'pvalue': 0.16075686333881278, 'significant': False}}",neighborhood
sfr_n20MVNORTH,2043,,,0.4278616954130522,1.016929941780603,6.6512643535281235,1.1832060741343438,6.7277626832524255,8.458427410471904,4.062652961331375,1.015879892223296,0.95,RLM(Huber),20MVNORTH,"{'log_area': {'coefficient': -684.8491353111525, 'pct_change': -100.0, 'pvalue': 8.210314544874785e-07, 'significant': True}, 'log_age': {'coefficient': -1.6086313239672985, 'pct_change': -79.98386172306489, 'pvalue': 7.89905456690287e-14, 'significant': True}, 'quality_score_clean': {'coefficient': -0.489251229434741, 'pct_change': -38.69147174244978, 'pvalue': 5.306769662209828e-05, 'significant': True}, 'log_land_value': {'coefficient': -0.39135064697913213, 'pct_change': -32.38569730424432, 'pvalue': 0.013219595189886702, 'significant': True}, 'land_area_interaction': {'coefficient': 2.20869802473278, 'pct_change': 810.3855678607459, 'pvalue': 0.02637617401837397, 'significant': True}}",neighborhood
sfr_n20MVRIVSID,485,,,0.5970624126633801,1.012418033487976,6.823587930464495,1.19020805525067,6.7739510803138225,9.020928728500344,5.154639175257731,1.0311423251834162,0.95,RLM(Huber),20MVRIVSID,"{'log_area': {'coefficient': 437.3473846003128, 'pct_change': 8.660756067143318e+191, 'pvalue': 0.06528531022818886, 'significant': False}, 'log_age': {'coefficient': -0.21090418552305, 'pct_change': -19.014834132290847, 'pvalue': 0.18625028026993407, 'significant': False}, 'quality_score_clean': {'coefficient': -0.8301474469824474, 'pct_change': -56.40150030901745, 'pvalue': 0.184718145548332, 'significant': False}, 'log_land_value': {'coefficient': -0.5822902930681791, 'pct_change': -44.138249744555324, 'pvalue': 0.18693354245770322, 'significant': False}, 'land_area_interaction': {'coefficient': 3.2468829320120314, 'pct_change': 2471.007483508605, 'pvalue': 0.18951532313799635, 'significant': False}}",neighborhood
sfr_n20MVRURAL,618,,,0.55263896888973,0.9996213845470321,7.662343413615108,1.2504665711467293,7.697303877289557,11.49685037970074,12.297734627831716,1.0558803221060038,0.95,RLM(Huber),20MVRURAL,"{'log_area': {'coefficient': 1035.6785242088781, 'pct_change': inf, 'pvalue': 0.001660878194073751, 'significant': True}, 'log_age': {'coefficient': -0.583399765412592, 'pct_change': -44.200192443364685, 'pvalue': 0.011738856957736106, 'significant': True}, 'quality_score_clean': {'coefficient': -1.2270679897113546, 'pct_change': -70.68491598717735, 'pvalue': 0.01255211574382939, 'significant': True}, 'log_land_value': {'coefficient': 1.7852774947006718, 'pct_change': 496.12339289111844, 'pvalue': 0.02577640555556559, 'significant': True}, 'land_area_interaction': {'coefficient': -8.124589625740507, 'pct_change': -99.97038337558749, 'pvalue': 0.02077411789900608, 'significant': True}}",neighborhood
sfr_n20MVSOCENT,1152,,,0.5076725869946929,1.0240696661446793,7.956615159310647,1.2182948487281202,8.365830266613877,9.990155998014378,5.642361111111112,1.0080642893988292,0.95,RLM(Huber),20MVSOCENT,"{'log_area': {'coefficient': -337.3652767052454, 'pct_change': -100.0, 'pvalue': 0.1063837228540813, 'significant': False}, 'log_age': {'coefficient': -0.31036608815144806, 'pct_change': -26.682150087362054, 'pvalue': 0.014945972555039861, 'significant': True}, 'quality_score_clean': {'coefficient': -0.1941501314661953, 'pct_change': -17.64657434182979, 'pvalue': 0.43296474240258953, 'significant': False}, 'log_land_value': {'coefficient': -2.0382159533654143, 'pct_change': -86.97391047852734, 'pvalue': 4.390314777374927e-09, 'significant': True}, 'land_area_interaction': {'coefficient': 4.480237144179826, 'pct_change': 8725.559949597413, 'pvalue': 1.3781428781512254e-08, 'significant': True}}",neighborhood
sfr_n20MVSOWEST,637,,,0.6023400166503383,0.9856957428114325,6.542562631002164,1.2600720798352836,6.383697435522661,11.025146287169491,9.57613814756672,1.1254746741006652,0.95,RLM(Huber),20MVSOWEST,"{'log_area': {'coefficient': 438.88299842077816, 'pct_change': 4.022206979693997e+192, 'pvalue': 0.3184022584652382, 'significant': False}, 'log_age': {'coefficient': -0.3624991133076021, 'pct_change': -30.406506924141908, 'pvalue': 0.03616805809277543, 'significant': True}, 'quality_score_clean': {'coefficient': -0.15445134965987367, 'pct_change': -14.311482111654673, 'pvalue': 0.7807290667079144, 'significant': False}, 'log_land_value': {'coefficient': -1.3528878800178954, 'pct_change': -74.15073141499494, 'pvalue': 0.002952149414893645, 'significant': True}, 'land_area_interaction': {'coefficient': 5.919603845016069, 'pct_change': 37126.42103387158, 'pvalue': 0.007951667472683653, 'significant': True}}",neighborhood
sfr_n20MVSUBRBN,340,,,0.5047790913681642,1.0174488353485218,8.905824296103562,1.25329695987426,8.48627074504641,11.868978981917227,9.705882352941178,1.0187723051162483,0.95,RLM(Huber),20MVSUBRBN,"{'log_area': {'coefficient': -1669.709451057678, 'pct_change': -100.0, 'pvalue': 0.005938054088952251, 'significant': True}, 'log_age': {'coefficient': -0.0957442224764371, 'pct_change': -9.130358953565331, 'pvalue': 0.6861905264631913, 'significant': False}, 'quality_score_clean': {'coefficient': 0.6984812421000854, 'pct_change': 101.06966259489445, 'pvalue': 0.3479580784899936, 'significant': False}, 'log_land_value': {'coefficient': -0.4578121810569442, 'pct_change': -36.7333708236666, 'pvalue': 0.33776803703932834, 'significant': False}, 'land_area_interaction': {'coefficient': 1.5525766651729676, 'pct_change': 372.3625717370005, 'pvalue': 0.3522717350426322, 'significant': False}}",neighborhood
sfr_n20MVTBIRD,646,,,0.3214009884892414,1.0151649381914984,7.179731552309867,1.196271860072173,7.274891614093559,8.87184480380597,5.41795665634675,1.0199513697527878,0.95,RLM(Huber),20MVTBIRD,"{'log_area': {'coefficient': -67.17232449720143, 'pct_change': -100.0, 'pvalue': 0.8550771552394378, 'significant': False}, 'log_age': {'coefficient': -0.20085700118826322, 'pct_change': -18.19705995773183, 'pvalue': 0.202297613636092, 'significant': False}, 'quality_score_clean': {'coefficient': 0.9616356349438253, 'pct_change': 161.5971750881178, 'pvalue': 0.15397535302035562, 'significant': False}, 'log_land_value': {'coefficient': -1.5703499811734538, 'pct_change': -79.20276168001219, 'pvalue': 0.003132541962224721, 'significant': True}, 'land_area_interaction': {'coefficient': 4.353191525605247, 'pct_change': 7672.6132435106465, 'pvalue': 0.0038651505354419064, 'significant': True}}",neighborhood
sfr_n20SWBACUS,116,,,0.3489658695489992,1.028193245717392,4.681898636371286,1.1286397152733207,5.923026572097667,6.674970450750135,1.7241379310344827,0.9870654708050421,0.95,RLM(Huber),20SWBACUS,"{'log_area': {'coefficient': 368.18122655121624, 'pct_change': 7.926382600382725e+161, 'pvalue': 0.5949928566151288, 'significant': False}, 'log_age': {'coefficient': 0.08549909057451988, 'pct_change': 8.926057074229776, 'pvalue': 0.6485297721830481, 'significant': False}, 'quality_score_clean': {'coefficient': -4.08849268796412, 'pct_change': -98.32355161679652, 'pvalue': 0.002873055746705664, 'significant': True}, 'log_land_value': {'coefficient': -0.38058532491997, 'pct_change': -31.653875478785643, 'pvalue': 0.48691621860600887, 'significant': False}, 'land_area_interaction': {'coefficient': 0.6191952572964112, 'pct_change': 85.74326848376914, 'pvalue': 0.7080853495189542, 'significant': False}}",neighborhood
sfr_n20SWBIGLK,819,,,0.436599799149504,1.0152528043361302,8.04835108052061,1.270502559661132,8.130959543444039,12.802839436835752,10.012210012210012,1.0342666720316176,0.95,RLM(Huber),20SWBIGLK,"{'log_area': {'coefficient': -164.3988190575647, 'pct_change': -100.0, 'pvalue': 0.09783245750158914, 'significant': False}, 'log_age': {'coefficient': -0.30283903043171656, 'pct_change': -26.128200208233153, 'pvalue': 7.669265002378009e-05, 'significant': True}, 'quality_score_clean': {'coefficient': 0.8992434935846483, 'pct_change': 145.77431092645293, 'pvalue': 0.0026546545832628345, 'significant': True}, 'log_land_value': {'coefficient': -0.9620012254186859, 'pct_change': -61.787260278767484, 'pvalue': 5.353491559419347e-08, 'significant': True}, 'land_area_interaction': {'coefficient': 2.606856862278843, 'pct_change': 1255.6374266453872, 'pvalue': 3.4164889586612804e-07, 'significant': True}}",neighborhood
sfr_n20SWCLRLK,317,,,0.8762050253292668,1.0088933815806083,9.232568934400556,1.2786906543089387,9.311262033475753,12.801714507489029,11.041009463722396,1.0547093344294665,0.95,RLM(Huber),20SWCLRLK,"{'log_area': {'coefficient': -639.3399322278532, 'pct_change': -100.0, 'pvalue': 0.2656098291497577, 'significant': False}, 'log_age': {'coefficient': -0.45003610401710803, 'pct_change': -36.239486890035224, 'pvalue': 0.03637662543246022, 'significant': True}, 'quality_score_clean': {'coefficient': -1.5774096273181628, 'pct_change': -79.34906578809003, 'pvalue': 0.07377617993145599, 'significant': False}, 'log_land_value': {'coefficient': -1.869477549485668, 'pct_change': -84.57957951604422, 'pvalue': 0.06594491827184944, 'significant': False}, 'land_area_interaction': {'coefficient': 5.919295755320086, 'pct_change': 37114.95372370345, 'pvalue': 0.09479086906028518, 'significant': False}}",neighborhood
sfr_n20SWHWY9,811,,,0.5713475558205412,1.0019486544421456,9.439746663416093,1.2659802875503876,9.392682912121542,11.773388984085457,9.741060419235511,1.049070236183933,0.95,RLM(Huber),20SWHWY9,"{'log_area': {'coefficient': -398.6671292487147, 'pct_change': -100.0, 'pvalue': 0.1587891223491933, 'significant': False}, 'log_age': {'coefficient': -0.4514086583785338, 'pct_change': -36.32694162847001, 'pvalue': 3.622493444224871e-06, 'significant': True}, 'quality_score_clean': {'coefficient': -1.2492871193887358, 'pct_change': -71.32908866070994, 'pvalue': 0.0006678579582653734, 'significant': True}, 'log_land_value': {'coefficient': 0.04564850605556521, 'pct_change': 4.670643531650631, 'pvalue': 0.9281594251896348, 'significant': False}, 'land_area_interaction': {'coefficient': -0.16088933703626712, 'pct_change': -14.861371717648009, 'pvalue': 0.8912218749147516, 'significant': False}}",neighborhood
sfr_n20SWIN,100,,,0.4109601468070751,1.0332918696159628,1.5071985059643789,1.0709618946480919,3.5645697584252622,6.045518198647709,2.0,0.9780857473181607,0.95,RLM(Huber),20SWIN,"{'log_area': {'coefficient': -46576.79005131498, 'pct_change': -100.0, 'pvalue': 0.01278467289847975, 'significant': True}, 'log_age': {'coefficient': 2.9024075604256545, 'pct_change': 1721.7953436728624, 'pvalue': 3.0494751482151725e-12, 'significant': True}, 'quality_score_clean': {'coefficient': 18.933475504329344, 'pct_change': 16699517843.894423, 'pvalue': 1.302062141770292e-55, 'significant': True}, 'log_land_value': {'coefficient': -1.459775955139321, 'pct_change': -76.77116880973118, 'pvalue': 0.08551547389787373, 'significant': False}, 'land_area_interaction': {'coefficient': 3.4737042538321816, 'pct_change': 3125.6005850699553, 'pvalue': 0.14173120272823586, 'significant': False}}",neighborhood
sfr_n20SWMINKLR,212,,,0.4223059173016078,1.0029452190547765,6.125491291031687,1.2033356218322304,6.122429802017742,8.951161755821502,7.0754716981132075,1.0464252777268965,0.95,RLM(Huber),20SWMINKLR,"{'log_area': {'coefficient': -1277.5346321340621, 'pct_change': -100.0, 'pvalue': 0.1534342064893488, 'significant': False}, 'log_age': {'coefficient': 0.0016095969500211638, 'pct_change': 0.1610893046496198, 'pvalue': 0.9906329813772876, 'significant': False}, 'quality_score_clean': {'coefficient': -1.442728554352552, 'pct_change': -76.37178304220559, 'pvalue': 0.131055931277852, 'significant': False}, 'log_land_value': {'coefficient': -3.5312177066034423, 'pct_change': -97.07307472045382, 'pvalue': 0.022390113726646916, 'significant': True}, 'land_area_interaction': {'coefficient': 9.118446771289229, 'pct_change': 912102.2020694969, 'pvalue': 0.04523987926052561, 'significant': True}}",neighborhood
sfr_n20SWNSKAGT,348,,,0.6022466350549932,1.0153094703927559,10.647970629435594,1.3269481594811114,11.11319808304696,15.513238508320185,14.655172413793101,1.0404015115468137,0.95,RLM(Huber),20SWNSKAGT,"{'log_area': {'coefficient': 1064.1386781072981, 'pct_change': inf, 'pvalue': 0.00028655038978854275, 'significant': True}, 'log_age': {'coefficient': -0.42467632715545345, 'pct_change': -34.60185730946211, 'pvalue': 0.03416299522943779, 'significant': True}, 'quality_score_clean': {'coefficient': -0.6106881865312328, 'pct_change': -45.70229290391647, 'pvalue': 0.2950164929547009, 'significant': False}, 'log_land_value': {'coefficient': -0.6943965776595618, 'pct_change': -50.06243084640043, 'pvalue': 0.23338680260099798, 'significant': False}, 'land_area_interaction': {'coefficient': 1.3723969581159494, 'pct_change': 294.4794880395216, 'pvalue': 0.34773131059417894, 'significant': False}}",neighborhood
sfr_n20SWNTOWN,2261,,,0.377354376990765,0.993760251300941,6.366213798545307,1.238108758202063,6.317065766011454,8.966197706708645,4.3343653250774,1.0638419781624642,0.95,RLM(Huber),20SWNTOWN,"{'log_area': {'coefficient': 275.439037099453, 'pct_change': 4.184599636938064e+121, 'pvalue': 2.9871909436485794e-05, 'significant': True}, 'log_age': {'coefficient': -0.36875111729656584, 'pct_change': -30.840248430819507, 'pvalue': 0.0002749966528763607, 'significant': True}, 'quality_score_clean': {'coefficient': -0.9518129000847093, 'pct_change': -61.395946423073575, 'pvalue': 1.535237291125699e-12, 'significant': True}, 'log_land_value': {'coefficient': -0.2510822465880022, 'pct_change': -22.204161549509827, 'pvalue': 0.10796580847348944, 'significant': False}, 'land_area_interaction': {'coefficient': 0.8238981538526728, 'pct_change': 127.93678684664643, 'pvalue': 0.2792505574460524, 'significant': False}}",neighborhood
sfr_n20SWSSKAGT,97,,,0.7831888065766226,1.0392145322013622,2.4160350223963163,1.1126979611023387,5.1889531665165745,7.66755053042721,5.154639175257731,0.9637184249863092,0.95,RLM(Huber),20SWSSKAGT,"{'log_area': {'coefficient': 49665.87677518555, 'pct_change': inf, 'pvalue': 0.0017300488919390047, 'significant': True}, 'log_age': {'coefficient': 0.13610865802537497, 'pct_change': 14.580638789065748, 'pvalue': 0.21143221706063475, 'significant': False}, 'quality_score_clean': {'coefficient': 0.2567118075865578, 'pct_change': 29.267253465527077, 'pvalue': 0.5382720625429691, 'significant': False}, 'log_land_value': {'coefficient': -2.4199884180900573, 'pct_change': -91.10773526524842, 'pvalue': 0.06126320807517845, 'significant': False}, 'land_area_interaction': {'coefficient': 8.93621600190675, 'pct_change': 760137.518588022, 'pvalue': 0.057301396753804544, 'significant': False}}",neighborhood
